Offer,Terms and Conditions,Link,Image,Eligible Credit Cards,Eligible Debit Cards,Non-Payments-Offers
IDFC Offer,"Offer: Get 75% Instant Discount up to Rs. 7500 on Croma.com with your IDFC FIRST Bank Credit Card



Offer Duration: 01st Jan26 to 31st Mar26



Offer Details:

1. EMI Offer:

Cardholder will be eligible for 7.5% instant discount up to Rs. 7500 on electronics purchased on com through the EMI option using IDFC FIRST Bank Credit Cards
Minimum transaction value to avail the offer is Rs 5000
EMI offer is applicable only on above Campaign dates


2. Full Swipe Offer:

Get a 5% instant discount up to Rs. 2500 on credit card full swipe transactions (Non-EMI)
Minimum transaction value to avail the offer is Rs 10000
Full Swipe(Non-EMI) offer is applicable only above Campaign dates
Offer is applicable once per card per product/ each instrument during the offer period
Avail this offer on Croma.com
",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IDFC First SWYP Credit Card,,
IDFC Offer,"Offer: Get 75% Instant Discount up to Rs. 7500 on Croma.com with your IDFC FIRST Bank Credit Card



Offer Duration: 01st Jan26 to 31st Mar26



Offer Details:

1. EMI Offer:

Cardholder will be eligible for 7.5% instant discount up to Rs. 7500 on electronics purchased on com through the EMI option using IDFC FIRST Bank Credit Cards
Minimum transaction value to avail the offer is Rs 5000
EMI offer is applicable only on above Campaign dates


2. Full Swipe Offer:

Get a 5% instant discount up to Rs. 2500 on credit card full swipe transactions (Non-EMI)
Minimum transaction value to avail the offer is Rs 10000
Full Swipe(Non-EMI) offer is applicable only above Campaign dates
Offer is applicable once per card per product/ each instrument during the offer period
Avail this offer on Croma.com
",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IDFC Bank First Millennia Credit Card,,
IDFC Offer,"Offer: Get 75% Instant Discount up to Rs. 7500 on Croma.com with your IDFC FIRST Bank Credit Card



Offer Duration: 01st Jan26 to 31st Mar26



Offer Details:

1. EMI Offer:

Cardholder will be eligible for 7.5% instant discount up to Rs. 7500 on electronics purchased on com through the EMI option using IDFC FIRST Bank Credit Cards
Minimum transaction value to avail the offer is Rs 5000
EMI offer is applicable only on above Campaign dates


2. Full Swipe Offer:

Get a 5% instant discount up to Rs. 2500 on credit card full swipe transactions (Non-EMI)
Minimum transaction value to avail the offer is Rs 10000
Full Swipe(Non-EMI) offer is applicable only above Campaign dates
Offer is applicable once per card per product/ each instrument during the offer period
Avail this offer on Croma.com
",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IDFC First Classic Credit Card,,
IDFC Offer,"Offer: Get 75% Instant Discount up to Rs. 7500 on Croma.com with your IDFC FIRST Bank Credit Card



Offer Duration: 01st Jan26 to 31st Mar26



Offer Details:

1. EMI Offer:

Cardholder will be eligible for 7.5% instant discount up to Rs. 7500 on electronics purchased on com through the EMI option using IDFC FIRST Bank Credit Cards
Minimum transaction value to avail the offer is Rs 5000
EMI offer is applicable only on above Campaign dates


2. Full Swipe Offer:

Get a 5% instant discount up to Rs. 2500 on credit card full swipe transactions (Non-EMI)
Minimum transaction value to avail the offer is Rs 10000
Full Swipe(Non-EMI) offer is applicable only above Campaign dates
Offer is applicable once per card per product/ each instrument during the offer period
Avail this offer on Croma.com
",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IDFC First Select Credit Card,,
IDFC Offer,"Offer: Get 75% Instant Discount up to Rs. 7500 on Croma.com with your IDFC FIRST Bank Credit Card



Offer Duration: 01st Jan26 to 31st Mar26



Offer Details:

1. EMI Offer:

Cardholder will be eligible for 7.5% instant discount up to Rs. 7500 on electronics purchased on com through the EMI option using IDFC FIRST Bank Credit Cards
Minimum transaction value to avail the offer is Rs 5000
EMI offer is applicable only on above Campaign dates


2. Full Swipe Offer:

Get a 5% instant discount up to Rs. 2500 on credit card full swipe transactions (Non-EMI)
Minimum transaction value to avail the offer is Rs 10000
Full Swipe(Non-EMI) offer is applicable only above Campaign dates
Offer is applicable once per card per product/ each instrument during the offer period
Avail this offer on Croma.com
",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IDFC First Wealth Credit Card,,
IDFC Offer,"Offer: Get 75% Instant Discount up to Rs. 7500 on Croma.com with your IDFC FIRST Bank Credit Card



Offer Duration: 01st Jan26 to 31st Mar26



Offer Details:

1. EMI Offer:

Cardholder will be eligible for 7.5% instant discount up to Rs. 7500 on electronics purchased on com through the EMI option using IDFC FIRST Bank Credit Cards
Minimum transaction value to avail the offer is Rs 5000
EMI offer is applicable only on above Campaign dates


2. Full Swipe Offer:

Get a 5% instant discount up to Rs. 2500 on credit card full swipe transactions (Non-EMI)
Minimum transaction value to avail the offer is Rs 10000
Full Swipe(Non-EMI) offer is applicable only above Campaign dates
Offer is applicable once per card per product/ each instrument during the offer period
Avail this offer on Croma.com
",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IDFC First Wow Credit Card,,
IDFC Offer,"Offer: Get 75% Instant Discount up to Rs. 7500 on Croma.com with your IDFC FIRST Bank Credit Card



Offer Duration: 01st Jan26 to 31st Mar26



Offer Details:

1. EMI Offer:

Cardholder will be eligible for 7.5% instant discount up to Rs. 7500 on electronics purchased on com through the EMI option using IDFC FIRST Bank Credit Cards
Minimum transaction value to avail the offer is Rs 5000
EMI offer is applicable only on above Campaign dates


2. Full Swipe Offer:

Get a 5% instant discount up to Rs. 2500 on credit card full swipe transactions (Non-EMI)
Minimum transaction value to avail the offer is Rs 10000
Full Swipe(Non-EMI) offer is applicable only above Campaign dates
Offer is applicable once per card per product/ each instrument during the offer period
Avail this offer on Croma.com
",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IDFC First Earn RuPay Credit Card,,
IDFC Offer,"Offer: Get 75% Instant Discount up to Rs. 7500 on Croma.com with your IDFC FIRST Bank Credit Card



Offer Duration: 01st Jan26 to 31st Mar26



Offer Details:

1. EMI Offer:

Cardholder will be eligible for 7.5% instant discount up to Rs. 7500 on electronics purchased on com through the EMI option using IDFC FIRST Bank Credit Cards
Minimum transaction value to avail the offer is Rs 5000
EMI offer is applicable only on above Campaign dates


2. Full Swipe Offer:

Get a 5% instant discount up to Rs. 2500 on credit card full swipe transactions (Non-EMI)
Minimum transaction value to avail the offer is Rs 10000
Full Swipe(Non-EMI) offer is applicable only above Campaign dates
Offer is applicable once per card per product/ each instrument during the offer period
Avail this offer on Croma.com
",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IDFC Mayura Credit Card,,
IDFC Offer,"Offer: Get 75% Instant Discount up to Rs. 7500 on Croma.com with your IDFC FIRST Bank Credit Card



Offer Duration: 01st Jan26 to 31st Mar26



Offer Details:

1. EMI Offer:

Cardholder will be eligible for 7.5% instant discount up to Rs. 7500 on electronics purchased on com through the EMI option using IDFC FIRST Bank Credit Cards
Minimum transaction value to avail the offer is Rs 5000
EMI offer is applicable only on above Campaign dates


2. Full Swipe Offer:

Get a 5% instant discount up to Rs. 2500 on credit card full swipe transactions (Non-EMI)
Minimum transaction value to avail the offer is Rs 10000
Full Swipe(Non-EMI) offer is applicable only above Campaign dates
Offer is applicable once per card per product/ each instrument during the offer period
Avail this offer on Croma.com
",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IDFC First Ashva Credit Card,,
IDFC Offer,"Offer: Get 75% Instant Discount up to Rs. 7500 on Croma.com with your IDFC FIRST Bank Credit Card



Offer Duration: 01st Jan26 to 31st Mar26



Offer Details:

1. EMI Offer:

Cardholder will be eligible for 7.5% instant discount up to Rs. 7500 on electronics purchased on com through the EMI option using IDFC FIRST Bank Credit Cards
Minimum transaction value to avail the offer is Rs 5000
EMI offer is applicable only on above Campaign dates


2. Full Swipe Offer:

Get a 5% instant discount up to Rs. 2500 on credit card full swipe transactions (Non-EMI)
Minimum transaction value to avail the offer is Rs 10000
Full Swipe(Non-EMI) offer is applicable only above Campaign dates
Offer is applicable once per card per product/ each instrument during the offer period
Avail this offer on Croma.com
",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IDFC First Private Credit Card,,
AU Bank,"Offer on AU Credit Card Non-EMI transactions:



Flat Rs 1000 discount on purchase of Rs 15000 & above

Flat Rs 2000 discount on purchase of Rs 50000 & above

Flat Rs 5000 discount on purchase of Rs 100000 & above

Flat Rs 10000 discount on purchase of Rs 200000 & above



Maximum Discount: Rs. 10000/-

Minimum Spends: Rs. 15000/-

Offer Validity: 01st Jan26 to 31st Mar26

Offer Days: Offer will be valid every week on Monday (excluding Tactical Campaign days)

Velocity: Applicable once per card per month during offer period

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,AU Bank Zenith+ Credit Card,,
AU Bank,"Offer on AU Credit Card Non-EMI transactions:



Flat Rs 1000 discount on purchase of Rs 15000 & above

Flat Rs 2000 discount on purchase of Rs 50000 & above

Flat Rs 5000 discount on purchase of Rs 100000 & above

Flat Rs 10000 discount on purchase of Rs 200000 & above



Maximum Discount: Rs. 10000/-

Minimum Spends: Rs. 15000/-

Offer Validity: 01st Jan26 to 31st Mar26

Offer Days: Offer will be valid every week on Monday (excluding Tactical Campaign days)

Velocity: Applicable once per card per month during offer period

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,AU Altura Credit Card,,
AU Bank,"Offer on AU Credit Card Non-EMI transactions:



Flat Rs 1000 discount on purchase of Rs 15000 & above

Flat Rs 2000 discount on purchase of Rs 50000 & above

Flat Rs 5000 discount on purchase of Rs 100000 & above

Flat Rs 10000 discount on purchase of Rs 200000 & above



Maximum Discount: Rs. 10000/-

Minimum Spends: Rs. 15000/-

Offer Validity: 01st Jan26 to 31st Mar26

Offer Days: Offer will be valid every week on Monday (excluding Tactical Campaign days)

Velocity: Applicable once per card per month during offer period

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,AU Zenith Credit Card,,
AU Bank,"Offer on AU Credit Card Non-EMI transactions:



Flat Rs 1000 discount on purchase of Rs 15000 & above

Flat Rs 2000 discount on purchase of Rs 50000 & above

Flat Rs 5000 discount on purchase of Rs 100000 & above

Flat Rs 10000 discount on purchase of Rs 200000 & above



Maximum Discount: Rs. 10000/-

Minimum Spends: Rs. 15000/-

Offer Validity: 01st Jan26 to 31st Mar26

Offer Days: Offer will be valid every week on Monday (excluding Tactical Campaign days)

Velocity: Applicable once per card per month during offer period

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,AU LIT Credit Card,,
AU Bank,"Offer on AU Credit Card Non-EMI transactions:



Flat Rs 1000 discount on purchase of Rs 15000 & above

Flat Rs 2000 discount on purchase of Rs 50000 & above

Flat Rs 5000 discount on purchase of Rs 100000 & above

Flat Rs 10000 discount on purchase of Rs 200000 & above



Maximum Discount: Rs. 10000/-

Minimum Spends: Rs. 15000/-

Offer Validity: 01st Jan26 to 31st Mar26

Offer Days: Offer will be valid every week on Monday (excluding Tactical Campaign days)

Velocity: Applicable once per card per month during offer period

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Ixigo AU Travel Credit Card,,
AU Bank,"Offer on AU Credit Card Non-EMI transactions:



Flat Rs 1000 discount on purchase of Rs 15000 & above

Flat Rs 2000 discount on purchase of Rs 50000 & above

Flat Rs 5000 discount on purchase of Rs 100000 & above

Flat Rs 10000 discount on purchase of Rs 200000 & above



Maximum Discount: Rs. 10000/-

Minimum Spends: Rs. 15000/-

Offer Validity: 01st Jan26 to 31st Mar26

Offer Days: Offer will be valid every week on Monday (excluding Tactical Campaign days)

Velocity: Applicable once per card per month during offer period

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,AU Vetta Credit Card,,
AU Bank,"Offer on AU Credit Card Non-EMI transactions:



Flat Rs 1000 discount on purchase of Rs 15000 & above

Flat Rs 2000 discount on purchase of Rs 50000 & above

Flat Rs 5000 discount on purchase of Rs 100000 & above

Flat Rs 10000 discount on purchase of Rs 200000 & above



Maximum Discount: Rs. 10000/-

Minimum Spends: Rs. 15000/-

Offer Validity: 01st Jan26 to 31st Mar26

Offer Days: Offer will be valid every week on Monday (excluding Tactical Campaign days)

Velocity: Applicable once per card per month during offer period

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,AU Bank InstaPay Credit Card,,
AU Bank,"Offer on AU Credit Card Non-EMI transactions:



Flat Rs 1000 discount on purchase of Rs 15000 & above

Flat Rs 2000 discount on purchase of Rs 50000 & above

Flat Rs 5000 discount on purchase of Rs 100000 & above

Flat Rs 10000 discount on purchase of Rs 200000 & above



Maximum Discount: Rs. 10000/-

Minimum Spends: Rs. 15000/-

Offer Validity: 01st Jan26 to 31st Mar26

Offer Days: Offer will be valid every week on Monday (excluding Tactical Campaign days)

Velocity: Applicable once per card per month during offer period

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,AU Bank Altura Plus Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Pixel Play Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,PhonePe HDFC Bank Ultimo Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Millennia Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Tata Neu Infinity HDFC Bank RuPay Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Tata Neu Infinity HDFC Bank Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Tata Neu Plus HDFC Bank Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Intermiles HDFC Bank Diners Club Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Shoppers Stop Black HDFC Bank Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Tata Neu Plus HDFC Bank RuPay Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Freedom Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bharat Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Biz Black Metal Edition Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,PhonePe HDFC Bank Uno Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,IndianOil HDFC Bank RuPay Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Indianoil HDFC Bank Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Regalia Gold Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Diners Club Black Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,HDFC Bank Infinia Credit Card Metal Edition,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Shoppers Stop HDFC Bank Credit Card,,
HDFC Offer,"Offer Construct:

7.5% Instant Discount Up to Rs. 3000 with HDFC Easy EMI on CC.

* Offer Period: Every Friday Saturday & Sunday starting 1th Jan 2026 till 31st Jan 2026.

* Minimum txn on https://www.croma.com : Rs. 10000/-

* Offer cannot be clubbed with Brand EMI offer or any other Offer

*Valid tenure - 6 months & Above

* Discount applicable once per Card per week.

* Offer applicable on Retail Credit Cards Business and select Corporate and Commercial Credit Cards.

",https://www.croma.com/lp-more-for-your-moneysrsltid=AfmBOor8rFxVsOL-ZG1MyY7p24zBLSaG-RWpCWK9aNS7p7zEnEeuLws3,,Marriott Bonvoy HDFC Bank Credit Card,,
