Offer,Description,Coupon Code,Eligible Credit Cards,Eligible Debit Cards,Net Banking,UPI,Non-Payments-Offers
Get 5% OFF using AU Bank Credit Cards (max Rs. 30),Applicable only on transactions using AU Bank Credit Cards; Maximum Discount Rs. 30; Total value of items must be Rs. 500 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,AUCC30,AU Vetta Credit Card,,,,
Get 5% OFF using AU Bank Credit Cards (max Rs. 30),Applicable only on transactions using AU Bank Credit Cards; Maximum Discount Rs. 30; Total value of items must be Rs. 500 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,AUCC30,AU Bank InstaPay Credit Card,,,,
Get 5% OFF using AU Bank Credit Cards (max Rs. 30),Applicable only on transactions using AU Bank Credit Cards; Maximum Discount Rs. 30; Total value of items must be Rs. 500 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,AUCC30,AU Bank Altura Plus Credit Card,,,,
Assured Rs. 50Rs. Rs. 150 cashback using JUPITERUPI,Valid for new users on Jupiter app on completing their first successful transaction via Jupiter UPI; Get assured Rs. 50 cashback on transaction using Jupiter UPI or Rs. 150 if using Jupiter UPI linked to a RuPay Credit Card; Cashback applies on transactions of Rs. 399 or more and is credited as Jewels in the Jupiter app (redeemable for products bill payments Digi Gold and more); Offer can be availed once per user during the offer period (Feb 01 Rs.  Feb 28); Cashback credited within 7 days from completion of the transaction; Offer is not applicable on Gold & Silver coins Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,JUPITERUPI,,,,Jupiter UPI,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,Bajaj Finserv DBS Bank 5X Plus Rewards Supercard,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,Bajaj Finserv DBS Bank 5 X Super Card,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,DBS Vantage Card,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,Bajaj Finserv DBS Bank 10X Signature SuperCard,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,DBS Spark 20 Visa Credit Card,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,DBS Spark 10 Credit Card,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,Bajaj Finserv DBS Bank 10X Plus Signature SuperCard,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,DBS Spark 10 Mastercard Credit Card,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,Bajaj Finserv DBS Bank 7X Rewards Supercard,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,DBS Spark Credit Card,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,DBS Spark20 Credit Card,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,Bajaj Finserv DBS Bank 7X Plus Rewards Supercard,,,,
Flat Rs. 75 OFF using DBS Bank Credit Cards,Applicable only on transactions using DBS Bank Credit Cards; Maximum Discount Rs. 75; Total value of items must be Rs. 750 or more; Offer can be availed once during the offer period (Feb 01 Rs.  Feb 28); This coupon is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DBSCC75,DBS Spark5 Credit Card,,,,
Get 10% OFF upto Rs. 200 using Standard Chartered DigiSmart Credit Card,Applicable only on transactions using Standard Chartered DigiSmart Credit Card; Maximum Discount Rs. 200 per transaction; No minimum order value required; Offer can be availed 5 times during the offer period (Feb 01 Rs.  Feb 28); Offer is not applicable on Gold & Silver coins Gift Cards Milk Tobacco Cigarettes and Baby needs products; Other T&Cs may apply,DIGISMART,Standard Chartered Digismart Credit Card,,,,
Flat Rs. 30 OFF using OneCard Credit Card,Applicable only on transactions using OneCard Credit Cards; Maximum Discount Rs. 30; Total value of items must be Rs. 799 or more; Offer can be availed once during the offer period (Feb 07 Rs. Feb 28); Not applicable on excluded categories; Other T&Cs may apply,ONECARD30,SIB Onecard Credit Card,,,,
Flat Rs. 30 OFF using OneCard Credit Card,Applicable only on transactions using OneCard Credit Cards; Maximum Discount Rs. 30; Total value of items must be Rs. 799 or more; Offer can be availed once during the offer period (Feb 07 Rs. Feb 28); Not applicable on excluded categories; Other T&Cs may apply,ONECARD30,SBM Onecard Credit Card,,,,
Flat Rs. 30 OFF using OneCard Credit Card,Applicable only on transactions using OneCard Credit Cards; Maximum Discount Rs. 30; Total value of items must be Rs. 799 or more; Offer can be availed once during the offer period (Feb 07 Rs. Feb 28); Not applicable on excluded categories; Other T&Cs may apply,ONECARD30,CSB Onecard Credit Card,,,,
ICICI Amazon Pay Offer,Get 5% OFF upto Rs. 150 using ICICI Amazon Pay Credit Card,ICICIAPAY5,Amazon Pay ICICI Bank Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,Kotak IndiGo 6E Rewards XL Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,Myntra Kotak Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,Indianoil Kotak Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,Kotak IndiGo 6E Rewards Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,PVR Inox Kotak Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,Kotak Mojo Platinum Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,Kotak Zen Signature Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,Kotak League Platinum Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,Kotak White Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,Kotak 811 Dream Different Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,Kotak 811 Credit Card,,,,
Get 10% OFF upto ?125 using Kotak Credit Cards,Applicable only on select Kotak Credit Cards; 10% OFF on final bill amount; maximum discount ?125; minimum cart value ?999; valid once during offer period (March 12 ? March 31); not applicable on excluded categories; other T&Cs may apply,KOTAKCC,Kotak Urbane Gold Credit Card,,,,
Flat ?50 Cashback using BHIM UPI,Applicable only on BHIM payments app; minimum order value ?399; assured cashback ?50 credited to bank account; valid till 31st March for select customers; once per user; not applicable on excluded categories; other T&Cs may apply,BHIMUPI,,,,BHIM UPI,
Get 10% OFF upto ?250 using Axis Neo Credit Card,Applicable only on Axis Neo Credit Card; maximum discount ?250; minimum cart value ?750; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,AXISNEO,Axis Bank Neo Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,MakeMyTrip ICICI Bank Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank HPCL Super Saver Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank HPCL Super Saver RuPay Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Sapphiro Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Parakram Select Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,Emirates Skywards ICICI Bank Emerald Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,Accelero ICICI Bank Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI HPCL Coral Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,MakeMyTrip ICICI Bank Platinum Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,Makemytrip ICICI Bank Signature Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Manchester United Platinum Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Parakram Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Expressions Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,Emirates Skywards Rubyx Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,Adani One ICICI Platinum Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,Adani One ICICI Signature Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Emeralde Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Instant Platinum Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Manchester United Signature Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Coral RuPay Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,Chennai Super Kings ICICI Bank Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Coral Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Rubyx RuPay Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Rubyx Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Platinum Chip Credit Card,,,,
Get 5% OFF upto ?150 using ICICI Bank Credit Cards,Applicable only on select ICICI Bank Credit Cards; 5% OFF on final bill; maximum discount ?150; minimum cart value ?1999; valid once during offer period (March 01 ? March 31); not applicable on excluded categories; other T&Cs may apply,ICICICC5,ICICI Bank Times Black Credit Card,,,,
